agent,seed,episode,total_reward,avg_reward,switches,churn_rate,mean_dissonance,mean_drift
InstantObs,0,58,26.667527472799534,0.10667010989119814,187,0.751004016064257,0.0,0.0
InstantObs,0,59,48.04767234388363,0.19219068937553455,166,0.6666666666666666,0.0,0.0
InstantObs,0,60,-23.040801077544415,-0.09216320431017766,213,0.8554216867469879,0.0,0.0
InstantObs,0,61,-4.925148953567212,-0.019700595814268848,193,0.7751004016064257,0.0,0.0
InstantObs,0,62,26.157780511656377,0.1046311220466255,173,0.6947791164658634,0.0,0.0
InstantObs,0,63,33.81613018381867,0.13526452073527467,179,0.7188755020080321,0.0,0.0
InstantObs,0,64,10.469487819549014,0.04187795127819606,176,0.7068273092369478,0.0,0.0
InstantObs,0,65,65.6756360954741,0.26270254438189644,157,0.6305220883534136,0.0,0.0
InstantObs,0,66,48.28027544131463,0.1931211017652585,169,0.678714859437751,0.0,0.0
InstantObs,0,67,44.435197079426885,0.17774078831770754,177,0.7108433734939759,0.0,0.0
InstantObs,0,68,42.983622766030166,0.17193449106412068,185,0.7429718875502008,0.0,0.0
InstantObs,0,69,39.00147406195078,0.15600589624780312,185,0.7429718875502008,0.0,0.0
InstantObs,0,70,4.247113940753529,0.016988455763014117,200,0.8032128514056225,0.0,0.0
InstantObs,0,71,47.809609084182874,0.1912384363367315,183,0.7349397590361446,0.0,0.0
InstantObs,0,72,0.6808662890269597,0.002723465156107839,199,0.7991967871485943,0.0,0.0
InstantObs,0,73,37.26268832880814,0.14905075331523254,179,0.7188755020080321,0.0,0.0
InstantObs,0,74,35.59347826918797,0.14237391307675187,181,0.7269076305220884,0.0,0.0
InstantObs,0,75,39.56347098881115,0.1582538839552446,168,0.6746987951807228,0.0,0.0
InstantObs,0,76,24.706523211071666,0.09882609284428666,185,0.7429718875502008,0.0,0.0
InstantObs,0,77,30.706475382998377,0.1228259015319935,174,0.6987951807228916,0.0,0.0
InstantObs,0,78,68.5648586104695,0.274259434441878,127,0.5100401606425703,0.0,0.0
InstantObs,0,79,28.916587768601346,0.11566635107440539,186,0.7469879518072289,0.0,0.0
InstantObs,0,80,28.370778728230036,0.11348311491292014,188,0.7550200803212851,0.0,0.0
InstantObs,0,81,19.10301170595399,0.07641204682381596,181,0.7269076305220884,0.0,0.0
InstantObs,0,82,17.20392628116872,0.06881570512467487,182,0.7309236947791165,0.0,0.0
InstantObs,0,83,-8.349695641389019,-0.033398782565556076,193,0.7751004016064257,0.0,0.0
InstantObs,0,84,8.022091946187576,0.032088367784750306,195,0.7831325301204819,0.0,0.0
InstantObs,0,85,27.34446137449405,0.10937784549797619,189,0.7590361445783133,0.0,0.0
InstantObs,0,86,19.09497337258726,0.07637989349034903,179,0.7188755020080321,0.0,0.0
InstantObs,0,87,-4.882279504679997,-0.01952911801871999,187,0.751004016064257,0.0,0.0
InstantObs,0,88,22.573205442265888,0.09029282176906354,188,0.7550200803212851,0.0,0.0
InstantObs,0,89,28.39902906368816,0.11359611625475265,175,0.7028112449799196,0.0,0.0
InstantObs,0,90,25.773597734015546,0.10309439093606218,193,0.7751004016064257,0.0,0.0
InstantObs,0,91,1.965519258042713,0.007862077032170851,174,0.6987951807228916,0.0,0.0
InstantObs,0,92,34.74814390597234,0.13899257562388936,203,0.8152610441767069,0.0,0.0
InstantObs,0,93,61.92204580038639,0.24768818320154556,157,0.6305220883534136,0.0,0.0
InstantObs,0,94,48.81201538278012,0.19524806153112048,156,0.6265060240963856,0.0,0.0
InstantObs,0,95,5.3351100583369835,0.021340440233347933,172,0.6907630522088354,0.0,0.0
InstantObs,0,96,13.261299875494066,0.05304519950197626,191,0.7670682730923695,0.0,0.0
InstantObs,0,97,19.63784215098955,0.0785513686039582,196,0.7871485943775101,0.0,0.0
InstantObs,0,98,-11.115258588142275,-0.0444610343525691,192,0.7710843373493976,0.0,0.0
InstantObs,0,99,18.998164000097425,0.07599265600038971,195,0.7831325301204819,0.0,0.0
InstantObs,0,100,1.0370075894758308,0.004148030357903323,200,0.8032128514056225,0.0,0.0
InstantObs,0,101,-2.2178314133253245,-0.008871325653301298,205,0.8232931726907631,0.0,0.0
InstantObs,0,102,39.83026918547324,0.15932107674189297,204,0.8192771084337349,0.0,0.0
InstantObs,0,103,21.92302262068639,0.08769209048274555,188,0.7550200803212851,0.0,0.0
InstantObs,0,104,-4.8300050806304835,-0.019320020322521933,201,0.8072289156626506,0.0,0.0
InstantObs,0,105,6.801536819574855,0.027206147278299418,186,0.7469879518072289,0.0,0.0
InstantObs,0,106,15.716061905575142,0.06286424762230057,187,0.751004016064257,0.0,0.0
InstantObs,0,107,22.76466966765745,0.0910586786706298,162,0.6506024096385542,0.0,0.0
InstantObs,0,108,33.19554130188385,0.1327821652075354,180,0.7228915662650602,0.0,0.0
InstantObs,0,109,20.76363774758243,0.08305455099032971,189,0.7590361445783133,0.0,0.0
InstantObs,0,110,41.49192378542887,0.16596769514171547,175,0.7028112449799196,0.0,0.0
InstantObs,0,111,33.73810759149095,0.1349524303659638,183,0.7349397590361446,0.0,0.0
InstantObs,0,112,4.573268495843096,0.018293073983372383,173,0.6947791164658634,0.0,0.0
InstantObs,0,113,31.8549947635032,0.1274199790540128,189,0.7590361445783133,0.0,0.0
InstantObs,0,114,17.44175986561639,0.06976703946246555,209,0.8393574297188755,0.0,0.0
InstantObs,0,115,14.29025010966542,0.05716100043866168,202,0.8112449799196787,0.0,0.0
InstantObs,0,116,-10.555649602528495,-0.042222598410113985,196,0.7871485943775101,0.0,0.0
InstantObs,0,117,17.707528811620918,0.07083011524648367,170,0.6827309236947792,0.0,0.0
InstantObs,0,118,45.66981462202999,0.18267925848811994,161,0.6465863453815262,0.0,0.0
InstantObs,0,119,13.092444931975653,0.05236977972790261,185,0.7429718875502008,0.0,0.0
InstantObs,0,120,12.186017139921177,0.0487440685596847,188,0.7550200803212851,0.0,0.0
InstantObs,0,121,15.694550680063953,0.06277820272025582,184,0.7389558232931727,0.0,0.0
InstantObs,0,122,5.736863165898539,0.022947452663594155,205,0.8232931726907631,0.0,0.0
InstantObs,0,123,17.521313649797513,0.07008525459919004,176,0.7068273092369478,0.0,0.0
InstantObs,0,124,67.58114770866825,0.27032459083467303,138,0.5542168674698795,0.0,0.0
InstantObs,0,125,41.81031995097264,0.16724127980389056,146,0.5863453815261044,0.0,0.0
InstantObs,0,126,12.866626793463825,0.0514665071738553,190,0.7630522088353414,0.0,0.0
InstantObs,0,127,9.394041141462907,0.037576164565851625,193,0.7751004016064257,0.0,0.0
InstantObs,0,128,26.17278344498926,0.10469113377995704,169,0.678714859437751,0.0,0.0
InstantObs,0,129,22.14869160894787,0.08859476643579148,179,0.7188755020080321,0.0,0.0
InstantObs,0,130,21.554121595369285,0.08621648638147714,178,0.714859437751004,0.0,0.0
InstantObs,0,131,35.656122837054255,0.14262449134821703,181,0.7269076305220884,0.0,0.0
InstantObs,0,132,21.11772389735808,0.08447089558943231,169,0.678714859437751,0.0,0.0
InstantObs,0,133,28.162053594647894,0.11264821437859157,185,0.7429718875502008,0.0,0.0
InstantObs,0,134,46.318914471193466,0.18527565788477388,155,0.6224899598393574,0.0,0.0
InstantObs,0,135,5.463577299045889,0.021854309196183558,187,0.751004016064257,0.0,0.0
InstantObs,0,136,18.867176037259483,0.07546870414903793,193,0.7751004016064257,0.0,0.0
InstantObs,0,137,13.332963203893783,0.053331852815575134,189,0.7590361445783133,0.0,0.0
InstantObs,0,138,48.03879742087195,0.1921551896834878,163,0.6546184738955824,0.0,0.0
InstantObs,0,139,17.13009622687598,0.06852038490750392,198,0.7951807228915663,0.0,0.0
InstantObs,0,140,46.23835369814172,0.18495341479256688,165,0.6626506024096386,0.0,0.0
InstantObs,0,141,-1.9064322840671428,-0.0076257291362685714,196,0.7871485943775101,0.0,0.0
InstantObs,0,142,58.14586043027269,0.23258344172109077,155,0.6224899598393574,0.0,0.0
InstantObs,0,143,53.93143396113784,0.21572573584455138,166,0.6666666666666666,0.0,0.0
InstantObs,0,144,47.01894769794788,0.18807579079179151,175,0.7028112449799196,0.0,0.0
InstantObs,0,145,14.796194091700674,0.059184776366802694,180,0.7228915662650602,0.0,0.0
InstantObs,0,146,6.722463670276532,0.02688985468110613,180,0.7228915662650602,0.0,0.0
InstantObs,0,147,25.18796810598834,0.10075187242395336,177,0.7108433734939759,0.0,0.0
InstantObs,0,148,3.7023023285221166,0.014809209314088466,184,0.7389558232931727,0.0,0.0
InstantObs,0,149,38.11576559786339,0.15246306239145355,177,0.7108433734939759,0.0,0.0
InstantObs,0,150,31.746230644843244,0.12698492257937297,195,0.7831325301204819,0.0,0.0
InstantObs,0,151,18.629232882856275,0.0745169315314251,182,0.7309236947791165,0.0,0.0
InstantObs,0,152,42.54996156566146,0.17019984626264584,183,0.7349397590361446,0.0,0.0
InstantObs,0,153,23.055669603574728,0.09222267841429892,188,0.7550200803212851,0.0,0.0
InstantObs,0,154,14.117782658706345,0.05647113063482538,168,0.6746987951807228,0.0,0.0
InstantObs,0,155,27.3155800863672,0.10926232034546879,171,0.6867469879518072,0.0,0.0
InstantObs,0,156,42.854018114071216,0.17141607245628487,146,0.5863453815261044,0.0,0.0
InstantObs,0,157,62.57150879302231,0.25028603517208925,155,0.6224899598393574,0.0,0.0
InstantObs,0,158,-3.357711391159812,-0.013430845564639249,194,0.7791164658634538,0.0,0.0
InstantObs,0,159,18.18196449584589,0.07272785798338356,186,0.7469879518072289,0.0,0.0
InstantObs,0,160,31.615116938837833,0.12646046775535133,184,0.7389558232931727,0.0,0.0
InstantObs,0,161,22.030157485623214,0.08812062994249285,176,0.7068273092369478,0.0,0.0
InstantObs,0,162,42.03915993982193,0.1681566397592877,169,0.678714859437751,0.0,0.0
InstantObs,0,163,24.52457281800429,0.09809829127201716,193,0.7751004016064257,0.0,0.0
InstantObs,0,164,18.61785468439852,0.07447141873759408,197,0.7911646586345381,0.0,0.0
InstantObs,0,165,-28.31085476133864,-0.11324341904535455,197,0.7911646586345381,0.0,0.0
InstantObs,0,166,-7.4556552808415875,-0.02982262112336635,194,0.7791164658634538,0.0,0.0
InstantObs,0,167,25.131453639951612,0.10052581455980644,188,0.7550200803212851,0.0,0.0
InstantObs,0,168,28.983059297945204,0.11593223719178082,173,0.6947791164658634,0.0,0.0
InstantObs,0,169,37.73967792669444,0.15095871170677777,167,0.6706827309236948,0.0,0.0
InstantObs,0,170,12.698268389025056,0.05079307355610022,180,0.7228915662650602,0.0,0.0
InstantObs,0,171,19.290032561081546,0.07716013024432618,166,0.6666666666666666,0.0,0.0
InstantObs,0,172,-0.3014707017112914,-0.0012058828068451657,197,0.7911646586345381,0.0,0.0
InstantObs,0,173,21.088918753518392,0.08435567501407357,181,0.7269076305220884,0.0,0.0
InstantObs,0,174,-2.681789854639664,-0.010727159418558656,204,0.8192771084337349,0.0,0.0
InstantObs,0,175,20.931845727556578,0.08372738291022631,187,0.751004016064257,0.0,0.0
InstantObs,0,176,26.66248883313724,0.10664995533254895,181,0.7269076305220884,0.0,0.0
InstantObs,0,177,7.757208845633114,0.031028835382532455,189,0.7590361445783133,0.0,0.0
InstantObs,0,178,54.71757343973869,0.21887029375895478,162,0.6506024096385542,0.0,0.0
InstantObs,0,179,10.943483151231026,0.043773932604924105,174,0.6987951807228916,0.0,0.0
InstantObs,0,180,35.03595348920214,0.14014381395680858,168,0.6746987951807228,0.0,0.0
InstantObs,0,181,30.579567754155747,0.12231827101662299,183,0.7349397590361446,0.0,0.0
InstantObs,0,182,20.523806234647605,0.08209522493859042,180,0.7228915662650602,0.0,0.0
InstantObs,0,183,-3.403964022834991,-0.013615856091339964,198,0.7951807228915663,0.0,0.0
InstantObs,0,184,21.489970435820677,0.0859598817432827,182,0.7309236947791165,0.0,0.0
InstantObs,0,185,54.0654102320934,0.2162616409283736,153,0.6144578313253012,0.0,0.0
InstantObs,0,186,46.749521386980604,0.1869980855479224,162,0.6506024096385542,0.0,0.0
InstantObs,0,187,29.995365423125666,0.11998146169250266,186,0.7469879518072289,0.0,0.0
InstantObs,0,188,23.81887674991284,0.09527550699965136,168,0.6746987951807228,0.0,0.0
InstantObs,0,189,-0.4197378654545666,-0.0016789514618182663,181,0.7269076305220884,0.0,0.0
InstantObs,0,190,21.07493143731213,0.08429972574924852,193,0.7751004016064257,0.0,0.0
InstantObs,0,191,5.218979749105871,0.020875918996423482,190,0.7630522088353414,0.0,0.0
InstantObs,0,192,27.748533164255157,0.11099413265702063,179,0.7188755020080321,0.0,0.0
InstantObs,0,193,21.14253351435093,0.08457013405740373,191,0.7670682730923695,0.0,0.0
InstantObs,0,194,31.687441922771423,0.1267497676910857,168,0.6746987951807228,0.0,0.0
InstantObs,0,195,35.344461873917545,0.14137784749567017,181,0.7269076305220884,0.0,0.0
InstantObs,0,196,17.344617538514616,0.06937847015405846,185,0.7429718875502008,0.0,0.0
InstantObs,0,197,52.49348588016741,0.20997394352066964,180,0.7228915662650602,0.0,0.0
InstantObs,0,198,27.267747453888365,0.10907098981555347,190,0.7630522088353414,0.0,0.0
InstantObs,0,199,-2.329655889097256,-0.009318623556389025,192,0.7710843373493976,0.0,0.0
ZState(alpha=0.08),0,0,69.75814940364597,0.2790325976145839,13,0.05220883534136546,0.4432923352718353,0.0022662196159362793
ZState(alpha=0.08),0,1,44.53755299426237,0.17815021197704947,20,0.08032128514056225,0.3658399283885956,0.00196972918510437
ZState(alpha=0.08),0,2,83.68378411909396,0.3347351364763758,20,0.08032128514056225,0.4165136368274689,0.0021686601638793946
ZState(alpha=0.08),0,3,63.71853429336883,0.25487413717347535,20,0.08032128514056225,0.45064981055259706,0.002243295192718506
ZState(alpha=0.08),0,4,86.1354630516993,0.34454185220679723,8,0.0321285140562249,0.4192057180404663,0.00214970064163208
ZState(alpha=0.08),0,5,69.16510567108855,0.2766604226843542,15,0.060240963855421686,0.41695012140274046,0.002145970582962036
ZState(alpha=0.08),0,6,48.87922736175936,0.19551690944703745,17,0.06827309236947791,0.3940176124572754,0.0020606892108917235
ZState(alpha=0.08),0,7,53.671030846453014,0.21468412338581205,27,0.10843373493975904,0.4560655286312103,0.0023101332187652588
ZState(alpha=0.08),0,8,101.79502602944312,0.4071801041177725,8,0.0321285140562249,0.39227269887924193,0.002082214832305908
ZState(alpha=0.08),0,9,57.36735561236081,0.22946942244944324,39,0.1566265060240964,0.4306056551933289,0.002200227737426758
ZState(alpha=0.08),0,10,60.59880321644793,0.24239521286579174,12,0.04819277108433735,0.3727530689239502,0.001992772102355957
ZState(alpha=0.08),0,11,81.12088243793391,0.32448352975173567,18,0.07228915662650602,0.47968231987953186,0.00236300802230835
ZState(alpha=0.08),0,12,76.76304627284827,0.3070521850913931,23,0.09236947791164658,0.4614509103298187,0.0023320431709289552
ZState(alpha=0.08),0,13,106.0373445241735,0.424149378096694,7,0.028112449799196786,0.4501999418735504,0.0021702251434326174
ZState(alpha=0.08),0,14,72.7034296395482,0.2908137185581928,9,0.03614457831325301,0.4078295006752014,0.002119415283203125
ZState(alpha=0.08),0,15,75.57454267660287,0.3022981707064115,13,0.05220883534136546,0.39692109322547914,0.0020560095310211183
ZState(alpha=0.08),0,16,77.26439655656459,0.30905758622625834,9,0.03614457831325301,0.4058158366680145,0.002127964973449707
ZState(alpha=0.08),0,17,93.16893701457096,0.37267574805828385,17,0.06827309236947791,0.4555773184299469,0.0022590482234954835
ZState(alpha=0.08),0,18,72.18983152241947,0.28875932608967786,12,0.04819277108433735,0.48037150073051454,0.0023957457542419435
ZState(alpha=0.08),0,19,99.19850288681758,0.39679401154727034,7,0.028112449799196786,0.38601203775405885,0.0020567231178283693
ZState(alpha=0.08),0,20,71.04719459175364,0.28418877836701456,25,0.10040160642570281,0.46650494360923767,0.0023303306102752685
ZState(alpha=0.08),0,21,106.48943441126885,0.4259577376450754,13,0.05220883534136546,0.3670419285297394,0.001962080717086792
ZState(alpha=0.08),0,22,68.6220727530372,0.27448829101214883,6,0.024096385542168676,0.3906052577495575,0.0020531001091003416
ZState(alpha=0.08),0,23,74.38604382105231,0.29754417528420923,16,0.0642570281124498,0.4285045900344849,0.002191798686981201
ZState(alpha=0.08),0,24,52.652547657112144,0.21061019062844857,18,0.07228915662650602,0.42096345257759094,0.0021757373809814452
ZState(alpha=0.08),0,25,72.58978216717742,0.29035912866870967,10,0.040160642570281124,0.4036028277873993,0.0021059348583221437
ZState(alpha=0.08),0,26,109.169903457895,0.43667961383158,19,0.07630522088353414,0.4047046275138855,0.0020897057056427004
ZState(alpha=0.08),0,27,91.28612893581237,0.36514451574324946,14,0.05622489959839357,0.41853002095222475,0.002180480718612671
ZState(alpha=0.08),0,28,34.060561519545594,0.1362422460781824,27,0.10843373493975904,0.42035551500320434,0.002161391735076904
ZState(alpha=0.08),0,29,100.64308803225447,0.4025723521290179,13,0.05220883534136546,0.43037480449676513,0.002207939863204956
ZState(alpha=0.08),0,30,96.83440060566664,0.38733760242266657,20,0.08032128514056225,0.42744085788726804,0.0021507406234741212
ZState(alpha=0.08),0,31,82.94892527949736,0.33179570111798945,17,0.06827309236947791,0.42092778778076173,0.0021655843257904054
ZState(alpha=0.08),0,32,75.28459022177171,0.30113836088708684,27,0.10843373493975904,0.4031971752643585,0.002125866889953613
ZState(alpha=0.08),0,33,100.72039582731368,0.4028815833092547,10,0.040160642570281124,0.38411221075057983,0.0020359764099121096
ZState(alpha=0.08),0,34,65.34956710409853,0.26139826841639413,15,0.060240963855421686,0.36821847486495973,0.00197616171836853
ZState(alpha=0.08),0,35,94.41100897494222,0.37764403589976886,17,0.06827309236947791,0.4104398663043976,0.0020966620445251466
ZState(alpha=0.08),0,36,65.87061978724756,0.26348247914899026,6,0.024096385542168676,0.3681594648361206,0.0019855053424835205
ZState(alpha=0.08),0,37,91.12638799502497,0.3645055519800999,11,0.04417670682730924,0.4152046792507172,0.002161710500717163
ZState(alpha=0.08),0,38,74.21631144794212,0.2968652457917685,17,0.06827309236947791,0.3968028826713562,0.0020258960723876954
ZState(alpha=0.08),0,39,57.880584549061645,0.23152233819624657,31,0.12449799196787148,0.45575945234298704,0.0022968378067016603
ZState(alpha=0.08),0,40,88.16392024731246,0.3526556809892498,14,0.05622489959839357,0.4315271728038788,0.0022048451900482176
ZState(alpha=0.08),0,41,73.47989702934558,0.29391958811738234,14,0.05622489959839357,0.46714235496520995,0.0023646583557128905
ZState(alpha=0.08),0,42,73.80365216105136,0.29521460864420546,15,0.060240963855421686,0.4317237389087677,0.0021668028831481933
ZState(alpha=0.08),0,43,100.08957092767716,0.40035828371070864,12,0.04819277108433735,0.3874593677520752,0.0020421719551086425
ZState(alpha=0.08),0,44,92.82002988609835,0.37128011954439344,20,0.08032128514056225,0.38095884323120116,0.0020301024913787842
ZState(alpha=0.08),0,45,80.54399216873249,0.3221759686749299,9,0.03614457831325301,0.42644102025032044,0.00219105863571167
ZState(alpha=0.08),0,46,89.46033899769368,0.3578413559907747,7,0.028112449799196786,0.44043201637268065,0.0022360248565673826
ZState(alpha=0.08),0,47,85.1896666343269,0.3407586665373076,11,0.04417670682730924,0.395317791223526,0.002074371099472046
ZState(alpha=0.08),0,48,66.36144756001309,0.2654457902400524,13,0.05220883534136546,0.4461717689037323,0.0022582633495330812
ZState(alpha=0.08),0,49,66.95173710946901,0.26780694843787606,10,0.040160642570281124,0.4446922614574432,0.0022776896953582764
ZState(alpha=0.08),0,50,75.57263106728637,0.3022905242691455,6,0.024096385542168676,0.3896849946975708,0.0020400941371917724
ZState(alpha=0.08),0,51,77.1930716645607,0.3087722866582428,19,0.07630522088353414,0.42274950408935547,0.002170877456665039
ZState(alpha=0.08),0,52,84.10635107553887,0.33642540430215545,10,0.040160642570281124,0.42337796092033386,0.0021488819122314454
ZState(alpha=0.08),0,53,50.787574268750106,0.20315029707500043,42,0.1686746987951807,0.41564959979057314,0.0021468455791473387
ZState(alpha=0.08),0,54,81.2042076416157,0.32481683056646277,14,0.05622489959839357,0.4532951860427856,0.0022620916366577148
ZState(alpha=0.08),0,55,99.10970346974088,0.3964388138789635,12,0.04819277108433735,0.4047926461696625,0.0021300225257873534
ZState(alpha=0.08),0,56,77.70033663069742,0.3108013465227897,8,0.0321285140562249,0.46030982327461245,0.0023007028102874755
ZState(alpha=0.08),0,57,62.97367088231747,0.25189468352926986,32,0.1285140562248996,0.4591019265651703,0.0022440528869628906
ZState(alpha=0.08),0,58,97.20428016462492,0.38881712065849966,8,0.0321285140562249,0.3822298538684845,0.002023192882537842
ZState(alpha=0.08),0,59,103.35619033854078,0.4134247613541631,7,0.028112449799196786,0.3953755242824554,0.0020814588069915773
ZState(alpha=0.08),0,60,34.21833082165806,0.13687332328663224,23,0.09236947791164658,0.43934486651420596,0.0022053046226501467
ZState(alpha=0.08),0,61,54.80992996780789,0.21923971987123156,20,0.08032128514056225,0.44321285247802733,0.0022529497146606446
ZState(alpha=0.08),0,62,82.23293637625181,0.32893174550500726,11,0.04417670682730924,0.42050699090957644,0.002185319185256958
ZState(alpha=0.08),0,63,89.31531964984949,0.35726127859939794,22,0.08835341365461848,0.4376208667755127,0.0021744315624237062
ZState(alpha=0.08),0,64,72.48356580219078,0.28993426320876314,14,0.05622489959839357,0.41327313899993895,0.002116252660751343
ZState(alpha=0.08),0,65,128.18292649138218,0.5127317059655288,7,0.028112449799196786,0.4090201983451843,0.002121302127838135
ZState(alpha=0.08),0,66,110.55855002472138,0.44223420009888553,7,0.028112449799196786,0.38568849754333495,0.0020228772163391113
ZState(alpha=0.08),0,67,98.85497540062602,0.39541990160250406,15,0.060240963855421686,0.3945664019584656,0.0020776712894439698
ZState(alpha=0.08),0,68,99.36893336631837,0.3974757334652735,24,0.0963855421686747,0.39678419184684754,0.0020888102054595946
ZState(alpha=0.08),0,69,103.96190592823177,0.4158476237129271,7,0.028112449799196786,0.4090858733654022,0.0021240670680999756
ZState(alpha=0.08),0,70,60.60045237465345,0.2424018094986138,19,0.07630522088353414,0.41207989740371703,0.0021475846767425536
ZState(alpha=0.08),0,71,92.60776067917934,0.37043104271671734,30,0.12048192771084337,0.41162620615959167,0.00213338565826416
ZState(alpha=0.08),0,72,69.23277095778838,0.2769310838311535,22,0.08835341365461848,0.38720551109313966,0.0020533835887908934
ZState(alpha=0.08),0,73,109.97428023282248,0.4398971209312899,2,0.008032128514056224,0.408997225522995,0.002130016803741455
